sintomas,doenca
"dores no corpo, perda de paladar ou olfato, congestão nasal, febre alta",COVID-19
"fadiga, calafrios, cefaleia, nariz entupido",COVID-19
"dor torácica, falta de ar, dores no corpo",COVID-19
"coriza, evacuações líquidas, febre alta",COVID-19
"calafrios, falta de ar, dor de cabeça, paralisia",COVID-19
"fadiga, perda de fala ou movimento, dores no corpo, nariz entupido",COVID-19
"evacuações líquidas, congestão nasal, nariz escorrendo",COVID-19
"calafrios, dor torácica, nariz entupido, perda de paladar ou olfato, nariz escorrendo",COVID-19
"calafrios, sem sentir cheiro, dor de cabeça",COVID-19
"dificuldade para respirar, perda de paladar ou olfato, perda de fala ou movimento, diarreia, dor de garganta",COVID-19
"cefaleia, evacuações líquidas, congestão nasal, paralisia",COVID-19
"cefaleia, sem olfato, dor no peito, tosse, diarreia",COVID-19
"dor de garganta, congestão nasal, dor no peito, febre alta, cansaço",COVID-19
"cansaço, irritação na garganta, dor no peito, falta de ar",COVID-19
"diarreia, tosse, sem sentir cheiro, dor de garganta, dor torácica",COVID-19
"congestão nasal, tosse seca, evacuações líquidas",COVID-19
"cansaço, sem paladar, tosse seca, coriza, irritação na garganta",COVID-19
"evacuações líquidas, dor de cabeça, arrepios, coriza",COVID-19
"cefaleia, sem olfato, irritação na garganta, tosse",COVID-19
"arrepios, dor de garganta, coriza, congestão nasal, dor no peito",COVID-19
"irritação na garganta, dor de cabeça, diarreia, congestão nasal, febre",COVID-19
"sem sentir cheiro, dor de garganta, falta de ar, febre",COVID-19
"coriza, irritação na garganta, febre, nariz entupido, evacuações líquidas",COVID-19
"febre alta, dor torácica, nariz entupido",COVID-19
"sem paladar, dor de garganta, dor torácica, coriza, calafrios",COVID-19
"falta de ar, calafrios, dor de cabeça",COVID-19
"evacuações líquidas, dor no peito, dor de cabeça, febre alta, paralisia",COVID-19
"dor de garganta, febre alta, evacuações líquidas",COVID-19
"dor no peito, perda de fala ou movimento, fadiga, dificuldade para respirar, cefaleia",COVID-19
"dores no corpo, nariz escorrendo, perda de fala ou movimento",COVID-19
"febre, arrepios, cansaço, dor no peito, evacuações líquidas",COVID-19
"febre, dores no corpo, tosse seca",COVID-19
"dificuldade para respirar, dores no corpo, sem sentir cheiro, arrepios, evacuações líquidas",COVID-19
"fadiga, perda de fala ou movimento, evacuações líquidas, tosse",COVID-19
"nariz escorrendo, sem paladar, dor no peito, tosse seca, arrepios",COVID-19
"paralisia, coriza, arrepios, sem sentir cheiro, cansaço",COVID-19
"tosse, coriza, paralisia, dores no corpo",COVID-19
"paralisia, evacuações líquidas, dor de garganta, dor torácica, tosse seca",COVID-19
"cansaço, tosse, dor de garganta, paralisia, calafrios",COVID-19
"dor torácica, tosse, nariz escorrendo",COVID-19
"sem olfato, nariz entupido, nariz escorrendo, perda de fala ou movimento, tosse",COVID-19
"dores no corpo, paralisia, febre alta, congestão nasal, dificuldade para respirar",COVID-19
"nariz entupido, dor de cabeça, calafrios",COVID-19
"congestão nasal, fadiga, calafrios",COVID-19
"evacuações líquidas, irritação na garganta, dores no corpo, cansaço, cefaleia",COVID-19
"mialgia, sem paladar, dificuldade para respirar",COVID-19
"dor de cabeça, cansaço, irritação na garganta, calafrios",COVID-19
"dor no peito, calafrios, dor de garganta, falta de ar, coriza",COVID-19
"cansaço, congestão nasal, dor no peito, febre",COVID-19
"congestão nasal, dores no corpo, dor torácica, perda de paladar ou olfato",COVID-19
"evacuações líquidas, febre alta, dores no corpo, nariz escorrendo",COVID-19
"dor torácica, dor de garganta, cefaleia, coriza, tosse",COVID-19
"cansaço, falta de ar, mialgia, tosse seca, dor de cabeça",COVID-19
"anosmia, irritação na garganta, tosse seca, diarreia",COVID-19
"tosse, arrepios, febre, coriza, evacuações líquidas",COVID-19
"tosse, dor no peito, cansaço",COVID-19
"nariz escorrendo, cansaço, calafrios",COVID-19
"perda de fala ou movimento, coriza, dor no peito, dificuldade para respirar, tosse",COVID-19
"dor torácica, mialgia, arrepios",COVID-19
"dores no corpo, falta de ar, fadiga, anosmia, cefaleia",COVID-19
"nariz escorrendo, congestão nasal, dor de cabeça, tosse",COVID-19
"dor torácica, febre alta, fadiga, dor de garganta",COVID-19
"dor torácica, paralisia, falta de ar, coriza",COVID-19
"perda de paladar ou olfato, congestão nasal, perda de fala ou movimento, cansaço, coriza",COVID-19
"evacuações líquidas, perda de fala ou movimento, dor no peito, sem olfato, fadiga",COVID-19
"falta de ar, dor torácica, diarreia, irritação na garganta",COVID-19
"dor de garganta, dor torácica, arrepios",COVID-19
"febre, falta de ar, coriza, anosmia",COVID-19
"sem paladar, fadiga, dores no corpo",COVID-19
"dores no corpo, coriza, paralisia",COVID-19
"dor de cabeça, falta de ar, sem paladar",COVID-19
"dores no corpo, febre alta, congestão nasal, coriza",COVID-19
"mialgia, sem paladar, congestão nasal",COVID-19
"cansaço, dor de cabeça, dor torácica, calafrios, nariz entupido",COVID-19
"evacuações líquidas, perda de paladar ou olfato, paralisia, arrepios, falta de ar",COVID-19
"arrepios, diarreia, sem paladar, nariz escorrendo, dor no peito",COVID-19
"dor no peito, cefaleia, mialgia, arrepios, evacuações líquidas",COVID-19
"paralisia, diarreia, tosse, sem sentir cheiro",COVID-19
"diarreia, dificuldade para respirar, cefaleia, coriza, cansaço",COVID-19
"cefaleia, dores no corpo, dor torácica, calafrios",COVID-19
"dor torácica, tosse, coriza, calafrios, perda de fala ou movimento",COVID-19
"dor de cabeça, congestão nasal, fadiga",COVID-19
"cansaço, cefaleia, dificuldade para respirar",COVID-19
"dor de cabeça, arrepios, febre alta, dor torácica, mialgia",COVID-19
"dificuldade para respirar, coriza, perda de fala ou movimento, cefaleia, tosse seca",COVID-19
"irritação na garganta, sem paladar, dor torácica",COVID-19
"fadiga, perda de fala ou movimento, diarreia, dificuldade para respirar, dores no corpo",COVID-19
"dor no peito, sem paladar, dor de cabeça, arrepios, perda de fala ou movimento",COVID-19
"sem olfato, cansaço, dificuldade para respirar",COVID-19
"fadiga, dor torácica, coriza, nariz entupido",COVID-19
"nariz escorrendo, dor de cabeça, febre alta, anosmia, tosse",COVID-19
"evacuações líquidas, calafrios, paralisia",COVID-19
"dores no corpo, dificuldade para respirar, paralisia",COVID-19
"tosse seca, calafrios, febre alta, falta de ar",COVID-19
"nariz entupido, calafrios, dor no peito",COVID-19
"cansaço, congestão nasal, dor torácica, evacuações líquidas, febre alta",COVID-19
"cefaleia, falta de ar, nariz escorrendo, tosse seca, fadiga",COVID-19
"coriza, arrepios, dor torácica, dores no corpo, nariz entupido",COVID-19
"irritação na garganta, cefaleia, paralisia, cansaço, dificuldade para respirar",COVID-19
"febre alta, nariz entupido, calafrios, mialgia, cansaço",COVID-19
"diarreia, perda de fala ou movimento, cefaleia",COVID-19
"congestão nasal, irritação na garganta, cansaço",COVID-19
"falta de ar, febre, coriza, arrepios, dores no corpo",COVID-19
"coriza, tosse, dor de garganta, nariz entupido",COVID-19
"evacuações líquidas, nariz entupido, arrepios, tosse, perda de paladar ou olfato",COVID-19
"cefaleia, nariz escorrendo, dor no peito, febre alta, irritação na garganta",COVID-19
"dificuldade para respirar, diarreia, tosse seca, dor torácica",COVID-19
"arrepios, dor no peito, dores no corpo, cefaleia",COVID-19
"sem olfato, evacuações líquidas, cefaleia",COVID-19
"fadiga, arrepios, tosse, coriza, dores no corpo",COVID-19
"diarreia, tosse, nariz entupido, sem sentir cheiro",COVID-19
"calafrios, dor de garganta, congestão nasal, dificuldade para respirar",COVID-19
"tosse, anosmia, calafrios, coriza, cansaço",COVID-19
"anosmia, cefaleia, tosse, dor torácica",COVID-19
"dor de garganta, dores no corpo, congestão nasal, calafrios",COVID-19
"congestão nasal, dor torácica, mialgia, evacuações líquidas",COVID-19
"paralisia, falta de ar, dores no corpo, dor de garganta",COVID-19
"nariz entupido, calafrios, irritação na garganta, mialgia, cansaço",COVID-19
"dor de garganta, mialgia, fadiga, arrepios",COVID-19
"tosse, febre, dor de cabeça",COVID-19
"nariz escorrendo, perda de paladar ou olfato, nariz entupido, fadiga, febre alta",COVID-19
"nariz entupido, cansaço, diarreia",COVID-19
"dores no corpo, calafrios, febre, dor no peito",COVID-19
"nariz entupido, mialgia, anosmia, febre alta",COVID-19
"dor de cabeça, coriza, irritação na garganta, paralisia",COVID-19
"paralisia, congestão nasal, cansaço, perda de paladar ou olfato, dificuldade para respirar",COVID-19
"dores no corpo, irritação na garganta, congestão nasal",COVID-19
"diarreia, paralisia, perda de paladar ou olfato, cansaço",COVID-19
"perda de fala ou movimento, irritação na garganta, dor no peito, mialgia, sem paladar",COVID-19
"dores no corpo, arrepios, irritação na garganta",COVID-19
"diarreia, falta de ar, arrepios, sem olfato, irritação na garganta",COVID-19
"nariz escorrendo, dor torácica, dificuldade para respirar",COVID-19
"falta de ar, dores no corpo, nariz escorrendo, tosse",COVID-19
"falta de ar, dor de cabeça, perda de paladar ou olfato, nariz entupido",COVID-19
"irritação na garganta, sem paladar, congestão nasal",COVID-19
"febre alta, diarreia, arrepios, dores no corpo, dor de cabeça",COVID-19
"febre, fadiga, arrepios",COVID-19
"congestão nasal, evacuações líquidas, cansaço, sem sentir cheiro, cefaleia",COVID-19
"calafrios, cefaleia, coriza, febre alta, sem paladar",COVID-19
"falta de ar, nariz escorrendo, tosse seca",COVID-19
"cefaleia, dor de garganta, febre",COVID-19
"sem paladar, mialgia, congestão nasal, febre, nariz escorrendo",COVID-19
"febre alta, sem paladar, arrepios, tosse, mialgia",COVID-19
"dor de garganta, coriza, dor torácica",COVID-19
"perda de paladar ou olfato, tosse, dificuldade para respirar, diarreia",COVID-19
"sem olfato, cansaço, paralisia, dor de garganta, dores no corpo",COVID-19
"evacuações líquidas, calafrios, dor de garganta, dor de cabeça",COVID-19
"coriza, dor no peito, dor de garganta",COVID-19
"dificuldade para respirar, evacuações líquidas, arrepios",COVID-19
"arrepios, tosse seca, congestão nasal, dor de garganta",COVID-19
"tosse seca, febre alta, dor de cabeça, nariz entupido, irritação na garganta",COVID-19
"diarreia, irritação na garganta, febre alta, mialgia, cansaço",COVID-19
"dificuldade para respirar, evacuações líquidas, cansaço, calafrios, dor de cabeça",COVID-19
"nariz entupido, dor no peito, dificuldade para respirar, febre alta, anosmia",COVID-19
"falta de ar, perda de fala ou movimento, fadiga, dores no corpo",COVID-19
"dor torácica, cefaleia, arrepios, irritação na garganta, fadiga",COVID-19
"perda de paladar ou olfato, coriza, febre alta, dificuldade para respirar, perda de fala ou movimento",COVID-19
"cefaleia, congestão nasal, dificuldade para respirar, febre alta",COVID-19
"cefaleia, cansaço, nariz entupido",COVID-19
"cefaleia, dor no peito, tosse, dificuldade para respirar",COVID-19
"dor no peito, nariz entupido, falta de ar",COVID-19
"dor de cabeça, nariz entupido, dores no corpo, tosse",COVID-19
"dor torácica, fadiga, cefaleia",COVID-19
"fadiga, arrepios, diarreia, tosse, falta de ar",COVID-19
"irritação na garganta, tosse, falta de ar, evacuações líquidas, dor torácica",COVID-19
"dor no peito, perda de fala ou movimento, dificuldade para respirar, nariz escorrendo, irritação na garganta",COVID-19
"coriza, febre alta, dor torácica",COVID-19
"tosse, dor no peito, coriza",COVID-19
"fadiga, diarreia, perda de fala ou movimento, perda de paladar ou olfato, nariz entupido",COVID-19
"dor torácica, dificuldade para respirar, sem paladar, dores no corpo",COVID-19
"evacuações líquidas, cefaleia, febre alta, sem sentir cheiro, dores no corpo",COVID-19
"cansaço, sem sentir cheiro, arrepios, dor no peito",COVID-19
"febre, fadiga, dor de garganta, falta de ar, nariz escorrendo",COVID-19
"febre alta, dor de garganta, falta de ar",COVID-19
"sem paladar, congestão nasal, paralisia, dor de garganta",COVID-19
"dores no corpo, tosse seca, paralisia, irritação na garganta, cansaço",COVID-19
"tosse, cefaleia, febre alta",COVID-19
"irritação na garganta, dor de cabeça, fadiga, dor torácica",COVID-19
"calafrios, dificuldade para respirar, cansaço",COVID-19
"nariz entupido, arrepios, febre alta",COVID-19
"tosse, congestão nasal, dor no peito, diarreia, febre alta",COVID-19
"diarreia, tosse seca, dor torácica, nariz escorrendo, cefaleia",COVID-19
"tosse seca, perda de fala ou movimento, cefaleia, nariz escorrendo",COVID-19
"dor de cabeça, anosmia, paralisia, diarreia",COVID-19
"tosse seca, coriza, dor torácica, perda de fala ou movimento",COVID-19
"irritação na garganta, dores no corpo, arrepios, paralisia, dor no peito",COVID-19
"coriza, dor no peito, cansaço",COVID-19
"cansaço, irritação na garganta, dor de cabeça",COVID-19
"perda de paladar ou olfato, perda de fala ou movimento, dor torácica",COVID-19
"cefaleia, tosse seca, paralisia, evacuações líquidas, fadiga",COVID-19
"febre alta, congestão nasal, nariz escorrendo, cefaleia",COVID-19
"dificuldade para respirar, paralisia, arrepios, dor no peito, tosse",COVID-19
"tosse, febre, dor torácica",COVID-19
"sem sentir cheiro, arrepios, febre alta, mialgia",COVID-19
"congestão nasal, cefaleia, tosse",COVID-19
"arrepios, dor de cabeça, congestão nasal",COVID-19
"dores no corpo, calafrios, cefaleia, sem sentir cheiro, dificuldade para respirar",COVID-19
"fadiga, cefaleia, nariz escorrendo, tosse seca, arrepios",COVID-19
"coriza, cansaço, nariz entupido, tosse seca, mialgia",COVID-19
"cansaço, nariz entupido, nariz escorrendo",COVID-19
"nariz escorrendo, febre, cefaleia, paralisia, dores no corpo",COVID-19
"fadiga, cefaleia, nariz escorrendo",COVID-19
"nariz escorrendo, congestão nasal, dificuldade para respirar",COVID-19
"mialgia, dor de cabeça, dor torácica, nariz escorrendo",COVID-19
"dor de garganta, dor de cabeça, coriza, perda de paladar ou olfato",COVID-19
"dores no corpo, dor torácica, evacuações líquidas, irritação na garganta, tosse",COVID-19
"tosse, congestão nasal, cefaleia",COVID-19
"nariz escorrendo, irritação na garganta, arrepios, tosse, falta de ar",COVID-19
"cansaço, dor de garganta, dificuldade para respirar",COVID-19
"anosmia, tosse, dor de garganta",COVID-19
"sem olfato, tosse, febre alta",COVID-19
"nariz entupido, febre, dor no peito",COVID-19
"irritação na garganta, dor de cabeça, diarreia, congestão nasal",COVID-19
"dor de cabeça, paralisia, nariz entupido, sem olfato, evacuações líquidas",COVID-19
"mialgia, coriza, dor de cabeça, congestão nasal",COVID-19
"fadiga, mialgia, nariz entupido, irritação na garganta",COVID-19
"dor de cabeça, irritação na garganta, arrepios, febre, dor torácica",COVID-19
"anosmia, cefaleia, falta de ar",COVID-19
"dor no peito, mialgia, febre alta, tosse",COVID-19
"dor no peito, nariz entupido, febre alta, dor de garganta",COVID-19
"dores no corpo, febre alta, calafrios",COVID-19
"calafrios, dor de garganta, dor de cabeça",COVID-19
"febre alta, irritação na garganta, arrepios",COVID-19
"febre, anosmia, evacuações líquidas, dor no peito",COVID-19
